,question,right_answer,right_chunk,rag_answer,rag_chunks,rag_metas,type,normalized_right_chunk,multiple_chunks,top1,topk,retriv_semantic_sim,exact_match,f1,gen_sim
160,What is BoJack doing while claiming PC has his undivided attention?,Grabbing another piece of bread.,Bojack grabs another piece of bread,"Based on the context, it appears that BoJack is having a conversation with PC, but the conversation is unclear or BoJack is not following it properly. When he says ""You have my undivided attention,"" it seems to be a sarcastic or ironic statement, implying that he is not actually giving PC his full attention.","['BOJACK: What actions?', 'BOJACK: What?', 'BOJACK: What?', 'BOJACK: You have my undivided attention.', 'BOJACK: Whoa, what? I never explicitly said that.']","[{'source_para': 146, 'role': 'BOJACK', 'tokens': 7, 'chunk': 0}, {'chunk': 0, 'tokens': 6, 'role': 'BOJACK', 'source_para': 184}, {'tokens': 6, 'source_para': 223, 'chunk': 0, 'role': 'BOJACK'}, {'role': 'BOJACK', 'tokens': 12, 'chunk': 0, 'source_para': 121}, {'chunk': 0, 'tokens': 15, 'role': 'BOJACK', 'source_para': 144}]",Plot & Motivation,['Bojack grabs another piece of bread'],False,0,0,0.1885187327861786,0,0.0,0.09779029339551926
161,What question does BoJack ask when PC says they should see other people?,"""Were we not seeing other people?""",BOJACK: Were we not seeing other people?,"""What?""","['BOJACK: Were we not seeing other people?', 'BOJACK: What?', 'BOJACK: What?', 'BOJACK: Why are you making conversation?', ""BOJACK: Yes, actually, it's very awkward. Is that not clear?""]","[{'role': 'BOJACK', 'tokens': 11, 'source_para': 124, 'chunk': 0}, {'tokens': 6, 'source_para': 184, 'role': 'BOJACK', 'chunk': 0}, {'source_para': 223, 'chunk': 0, 'role': 'BOJACK', 'tokens': 6}, {'role': 'BOJACK', 'chunk': 0, 'source_para': 178, 'tokens': 10}, {'tokens': 18, 'role': 'BOJACK', 'source_para': 172, 'chunk': 0}]",Relationship Dynamics,['BOJACK: Were we not seeing other people?'],False,1,1,1.0,0,0.0,0.501704752445221
162,What specific food item does BoJack hold up on the TV during the sex scene?,A donut (cruller).,On tv out of context we see Bojack hold up a donut.,"Based on the context, the specific food item that BoJack holds up on the TV during the sex scene is a donut.","['BOJACK: But in a sexual way.', 'BOJACK: What does that taste like? Disappointment?', ""BOJACK: Yeah, but I didn't even eat that much bread. What did I have? I must have had-"", 'On tv out of context we see Bojack hold up a donut. He has an orgasm to the punchline  of his joke', 'BOJACK: I find that pinata offensive.']","[{'source_para': 463, 'tokens': 10, 'chunk': 0, 'role': 'BOJACK'}, {'chunk': 0, 'role': 'BOJACK', 'source_para': 519, 'tokens': 13}, {'chunk': 0, 'tokens': 26, 'source_para': 199, 'role': 'BOJACK'}, {'chunk': 0, 'tokens': 27, 'source_para': 131, 'role': 'UNKNOWN'}, {'role': 'BOJACK', 'chunk': 0, 'source_para': 385, 'tokens': 11}]",Plot & Motivation,['On tv out of context we see Bojack hold up a donut. He has an orgasm to the punchline  of his joke'],False,0,1,1.0,0,0.08,0.5568380355834961
163,What punchline does BoJack orgasm to?,"""Now, that's a horse of a different - cruller?""","BOJACK ON TV: Now, that's a horse of a different - cruller? ... He has an orgasm to the punchline","""Neigh way, Jose.""","['On tv out of context we see Bojack hold up a donut. He has an orgasm to the punchline  of his joke', 'BOJACK: But in a sexual way.', 'BOJACK: [laughs] ""Neigh way, Jose."" I improvised that line.', 'BOJACK: You know, that gets funnier every time.', ""BOJACK: Oh! God, that's good comedy.""]","[{'source_para': 131, 'tokens': 27, 'chunk': 0, 'role': 'UNKNOWN'}, {'source_para': 463, 'chunk': 0, 'role': 'BOJACK', 'tokens': 10}, {'tokens': 19, 'chunk': 0, 'role': 'BOJACK', 'source_para': 96}, {'tokens': 14, 'source_para': 166, 'role': 'BOJACK', 'chunk': 0}, {'tokens': 13, 'role': 'BOJACK', 'source_para': 132, 'chunk': 0}]",Internal Context & Emotional State,"[""BOJACK ON TV: Now, that's a horse of a different -""]",False,0,0,0.5855672359466553,0,0.0,0.34401458501815796
164,What does BoJack call his comedy after the sex scene?,"""Good comedy.""","BOJACK: Oh! God, that's good comedy.","It's not specified what BoJack calls his comedy after the sex scene, as the conversation seems to be ongoing and doesn't provide a specific title or name for the comedy.","[""BOJACK: Oh! God, that's good comedy."", 'BOJACK: But in a sexual way.', 'On tv out of context we see Bojack hold up a donut. He has an orgasm to the punchline  of his joke', 'BOJACK: You know, that gets funnier every time.', ""BOJACK: That's not all that was beneath him. Gay joke. Sorry, I'm better than that.""]","[{'role': 'BOJACK', 'source_para': 132, 'tokens': 13, 'chunk': 0}, {'tokens': 10, 'chunk': 0, 'source_para': 463, 'role': 'BOJACK'}, {'chunk': 0, 'role': 'UNKNOWN', 'tokens': 27, 'source_para': 131}, {'tokens': 14, 'source_para': 166, 'chunk': 0, 'role': 'BOJACK'}, {'tokens': 24, 'source_para': 425, 'chunk': 0, 'role': 'BOJACK'}]",Internal Context & Emotional State,"[""BOJACK: Oh! God, that's good comedy.""]",False,1,1,1.0000001192092896,0,0.0,0.452371746301651
165,Who does BoJack ask if she is embarrassed of him?,Princess Carolyn.,BOJACK: Are you embarrassed of me because I'm a has-been?,"It's not explicitly mentioned in the context that BoJack asks if she is embarrassed of him. However, it can be inferred that BoJack is inquiring about his girlfriend's feelings towards him, possibly due to an awkward situation. 

The context suggests that BoJack is discussing his relationship with someone, and mentions that she has seen him naked and that they are going out together. This implies that the conversation is about his girlfriend's feelings towards him, but he doesn't directly ask if she is embarrassed of him.","[""BOJACK: Yes, actually, it's very awkward. Is that not clear?"", 'BOJACK: Why are you making conversation?', 'BOJACK: Ugh, you know who that is?', 'BOJACK: You have seen her naked.', 'BOJACK: You are going out with you?']","[{'role': 'BOJACK', 'source_para': 172, 'tokens': 18, 'chunk': 0}, {'role': 'BOJACK', 'source_para': 178, 'tokens': 10, 'chunk': 0}, {'chunk': 0, 'source_para': 414, 'tokens': 13, 'role': 'BOJACK'}, {'chunk': 0, 'role': 'BOJACK', 'tokens': 10, 'source_para': 457}, {'source_para': 453, 'chunk': 0, 'role': 'BOJACK', 'tokens': 11}]",Relationship Dynamics,"[""BOJACK: What is the problem here? Are you embarrassed of me because I'm a has-been? Because you know that I'm writing that book that is gonna make everybody love me again.""]",False,0,0,0.2022814154624939,0,0.0,0.10288898646831512
166,What does BoJack claim the book will do for him?,Make everybody love him again.,BOJACK: writing that book that is gonna make everybody love me again.,"There is no mention in the context of what BoJack claims the book will do for him. The context only shows BoJack's conversation, but it does not mention what the book is about or its purpose.","['BOJACK: What actions?', 'BOJACK: What?', 'BOJACK: What?', ""BOJACK: This book is really important to me. I don't want to just hand it off to some stranger."", 'BOJACK: Why did I say I could write a book?']","[{'chunk': 0, 'source_para': 146, 'role': 'BOJACK', 'tokens': 7}, {'tokens': 6, 'chunk': 0, 'source_para': 184, 'role': 'BOJACK'}, {'role': 'BOJACK', 'source_para': 223, 'tokens': 6, 'chunk': 0}, {'chunk': 0, 'source_para': 325, 'tokens': 25, 'role': 'BOJACK'}, {'tokens': 14, 'role': 'BOJACK', 'chunk': 0, 'source_para': 291}]",Internal Context & Emotional State,"[""BOJACK: What is the problem here? Are you embarrassed of me because I'm a has-been? Because you know that I'm writing that book that is gonna make everybody love me again.""]",False,0,0,0.4967467486858368,0,0.0,0.08029098808765411
167,What does BoJack accuse PC of saying with her actions?,That she doesn't respect him enough to have a baby with him.,CAROLYN: You said it with your actions.,"Based on the context, it appears that there is an implied conversation between BoJack and PC, but BoJack denies explicitly saying certain things. However, it can be inferred that PC's actions are being interpreted as statements by BoJack, and he is denying the implied meaning of those actions.

Since BoJack's exact words are not specified in the provided context, I can only provide a general answer. BoJack accuses PC of assuming or implying certain statements through her actions, to which he responds with denial, specifically saying ""I never explicitly said that.""","['BOJACK: What actions?', 'BOJACK: What?', 'BOJACK: What?', 'BOJACK: Whoa, what? I never explicitly said that.', 'BOJACK: Why are you making conversation?']","[{'role': 'BOJACK', 'chunk': 0, 'tokens': 7, 'source_para': 146}, {'tokens': 6, 'role': 'BOJACK', 'chunk': 0, 'source_para': 184}, {'chunk': 0, 'role': 'BOJACK', 'source_para': 223, 'tokens': 6}, {'tokens': 15, 'chunk': 0, 'source_para': 144, 'role': 'BOJACK'}, {'source_para': 178, 'role': 'BOJACK', 'tokens': 10, 'chunk': 0}]",Relationship Dynamics,['CAROLYN: You said it with your actions.'],False,0,0,0.4384368658065796,0,0.07766990291262137,0.17260995507240295
168,What sound effect is heard when the car engine turns over?,Tires squealing.,[engine turns over] [tires squealing],"The sound effect heard when the car engine turns over is a car door opening and closing. 

(car door opens and closes)","['BOJACK: What? What? What? No, no, wha [horn honks] [glass shatters] [car door opens and closes] [engine turns over] [tires squealing] [glass shattering] [engine revving] [tires screeching] [loud crash] [sirens blaring]', 'An employee commits suicide and lands on a car cause in the alarm to go off, Pinky shuts the blinds', 'Intro with funky electronic music', ""I'll slow the car down to a crawl, and you can duck and roll."", 'in a movie.']","[{'tokens': 72, 'role': 'BOJACK', 'source_para': 150, 'chunk': 0}, {'tokens': 22, 'chunk': 0, 'source_para': 256, 'role': 'UNKNOWN'}, {'role': 'UNKNOWN', 'chunk': 0, 'tokens': 5, 'source_para': 37}, {'tokens': 17, 'role': 'UNKNOWN', 'source_para': 228, 'chunk': 0}, {'tokens': 4, 'chunk': 0, 'role': 'UNKNOWN', 'source_para': 281}]",Plot & Motivation,"['BOJACK: What? What? What? No, no, wha [horn honks] [glass shatters] [car door opens and closes] [engine turns over] [tires squealing] [glass shattering] [engine revving] [tires screeching] [loud crash] [sirens blaring]']",False,1,1,1.0,0,0.0,0.24659346044063568
169,What officer speaks to BoJack after the crash?,A cop.,"COP: Step away from the stolen vehicle, sir!","There is no mention of an officer speaking to BoJack after the crash in the provided context. The conversation seems to happen before the crash, and then there is a series of chaotic events before BoJack asks ""What guy?"" There is no officer mentioned in the conversation.","['BOJACK: No, no, no. Misunderstanding, officer.', 'BOJACK: What?', 'BOJACK: What?', 'BOJACK: What? What? What? No, no, wha [horn honks] [glass shatters] [car door opens and closes] [engine turns over] [tires squealing] [glass shattering] [engine revving] [tires screeching] [loud crash] [sirens blaring]', 'BOJACK: What guy?']","[{'chunk': 0, 'tokens': 16, 'role': 'BOJACK', 'source_para': 152}, {'source_para': 184, 'role': 'BOJACK', 'tokens': 6, 'chunk': 0}, {'source_para': 223, 'role': 'BOJACK', 'tokens': 6, 'chunk': 0}, {'role': 'BOJACK', 'chunk': 0, 'tokens': 72, 'source_para': 150}, {'tokens': 7, 'source_para': 402, 'role': 'BOJACK', 'chunk': 0}]",Character Identity & Core Facts,"['COP:  Step away from the stolen vehicle, sir!']",False,0,0,0.35383227467536926,0,0.04081632653061224,0.38455402851104736
170,What does the cop ask BoJack?,"""Hey, aren't you the horse from Horsin' Around?""","COP: Hey, aren't you the horse from Horsin' Around?","The cop asks BoJack the following questions:

1. ""What?""
2. ""What?""
3. ""What actions?""
4. ""What guy?""","['BOJACK: No, no, no. Misunderstanding, officer.', 'BOJACK: What?', 'BOJACK: What?', 'BOJACK: What actions?', 'BOJACK: What guy?']","[{'chunk': 0, 'tokens': 16, 'source_para': 152, 'role': 'BOJACK'}, {'chunk': 0, 'tokens': 6, 'source_para': 184, 'role': 'BOJACK'}, {'chunk': 0, 'tokens': 6, 'source_para': 223, 'role': 'BOJACK'}, {'source_para': 146, 'role': 'BOJACK', 'tokens': 7, 'chunk': 0}, {'chunk': 0, 'tokens': 7, 'source_para': 402, 'role': 'BOJACK'}]",Character Identity & Core Facts,"[""COP: Hey, aren't you the horse from Horsin' Around?""]",False,0,0,0.18355175852775574,0,0.07999999999999999,0.23557469248771667
171,What does BoJack say he takes issue with regarding commitment?,The following through on it.,BOJACK: It's the following through on that commitment that I take issue with.,"Based on the context, BoJack claims he's not afraid of commitment, implying that he takes issue with something else regarding commitment. However, from the context, it's unclear what exactly he's taking issue with.","[""BOJACK: I'm not afraid of commitment. I commit to things all the time."", ""BOJACK: You're dating him?"", 'BOJACK: You are going out with you?', 'BOJACK: What?', 'BOJACK: What?']","[{'chunk': 0, 'tokens': 19, 'role': 'BOJACK', 'source_para': 158}, {'chunk': 0, 'source_para': 448, 'role': 'BOJACK', 'tokens': 9}, {'source_para': 453, 'tokens': 11, 'role': 'BOJACK', 'chunk': 0}, {'role': 'BOJACK', 'tokens': 6, 'chunk': 0, 'source_para': 184}, {'role': 'BOJACK', 'source_para': 223, 'chunk': 0, 'tokens': 6}]",Internal Context & Emotional State,"[""BOJACK: I'm not afraid of commitment. I commit to things all the time. It's the following through on that commitment that I take issue with.""]",False,0,0,0.9774852395057678,0,0.10526315789473685,0.00013762759044766426
172,What does Mr. Peanutbutter say about the crossover joke getting funnier?,He thinks it actually gets funnier every time.,"MR. PEANUTBUTTER: You're being sarcastic, but I think it does actually get funnier every time.",I think it does actually get funnier every time.,"[""MR. PEANUTBUTTER: You're being sarcastic, but I think it does actually get funnier every time."", ""MR. PEANUTBUTTER: Can you believe this, the two of us in the same house? Is this a crossover episode? No, I'm just kidding around, man. Seriously, though, how are you?"", 'MR. PEANUTBUTTER: Uh-huh.', 'MR. PEANUTBUTTER: Always a', 'MR. PEANUTBUTTER: Yeah.']","[{'source_para': 167, 'role': 'UNKNOWN', 'tokens': 27, 'chunk': 0}, {'tokens': 47, 'source_para': 392, 'chunk': 0, 'role': 'UNKNOWN'}, {'role': 'UNKNOWN', 'source_para': 452, 'chunk': 0, 'tokens': 13}, {'chunk': 0, 'source_para': 181, 'role': 'UNKNOWN', 'tokens': 11}, {'chunk': 0, 'source_para': 447, 'role': 'UNKNOWN', 'tokens': 11}]",Internal Context & Emotional State,"[""MR. PEANUTBUTTER: You're being sarcastic, but I think it does actually get funnier every time.""]",False,1,1,1.0,0,0.5882352941176471,0.8167239427566528
173,What does BoJack tell Mr. Peanutbutter is happening right now?,He and PC are in the middle of breaking up.,BOJACK: We're actually in the middle of breaking up right now,BoJack tells Mr. Peanutbutter that he hopes he doesn't see them.,"['MR. PEANUTBUTTER: BoJack! Oh, good Lord.', 'MR. PEANUTBUTTER: BoJack!', ""BOJACK: Peanutbutter? God, I hope he doesn't see us."", 'BOJACK: Hey, Mr. Peanutbutter.', 'MR. PEANUTBUTTER: Is that BoJack Horseman?']","[{'tokens': 17, 'chunk': 0, 'role': 'UNKNOWN', 'source_para': 390}, {'chunk': 0, 'tokens': 12, 'role': 'UNKNOWN', 'source_para': 443}, {'role': 'BOJACK', 'chunk': 0, 'source_para': 161, 'tokens': 18}, {'source_para': 391, 'role': 'BOJACK', 'chunk': 0, 'tokens': 12}, {'role': 'UNKNOWN', 'source_para': 162, 'tokens': 16, 'chunk': 0}]",Relationship Dynamics,"[""BOJACK: We're actually in the middle of breaking up right now... so if you could just""]",False,0,0,0.12233510613441467,0,0.09523809523809525,0.13419310748577118
174,Does Mr. Peanutbutter ask if he can join them despite the breakup?,Yes.,MR. PEANUTBUTTER: So would it be awkward if I joined you right now?,"No, Mr. Peanutbutter does not ask to join them despite the breakup. Instead, he is asking if it would be awkward for him to join them, suggesting he may be planning to join them, but is acknowledging that it might be awkward given the context (likely a breakup).","['MR. PEANUTBUTTER: So would it be awkward if I joined you right now?', 'MR. PEANUTBUTTER: Oh, yes.', 'MR. PEANUTBUTTER: Yeah.', 'MR. PEANUTBUTTER: Many times, yes.', 'MR. PEANUTBUTTER: Should we get someone, or-']","[{'role': 'UNKNOWN', 'chunk': 0, 'source_para': 171, 'tokens': 21}, {'source_para': 464, 'role': 'UNKNOWN', 'tokens': 13, 'chunk': 0}, {'tokens': 11, 'chunk': 0, 'role': 'UNKNOWN', 'source_para': 447}, {'chunk': 0, 'source_para': 458, 'role': 'UNKNOWN', 'tokens': 14}, {'chunk': 0, 'role': 'UNKNOWN', 'source_para': 468, 'tokens': 16}]",Character Identity & Core Facts,['MR. PEANUTBUTTER: So would it be awkward if I joined you right now?'],False,1,1,1.0,0,0.0,0.07155570387840271
175,How does Mr. Peanutbutter describe his life to PC?,"""Living the dream.""","MR. PEANUTBUTTER: Oh, living the dream, P.C., living the dream.","Mr. Peanutbutter describes his life to PC as ""living the dream.""","['MR. PEANUTBUTTER: Always a', 'MR. PEANUTBUTTER: Oh, living the dream, P.C., living the dream.', 'MR. PEANUTBUTTER: Uh-huh.', 'MR. PEANUTBUTTER: Yeah.', 'MR. PEANUTBUTTER: Oh, yes.']","[{'tokens': 11, 'role': 'UNKNOWN', 'source_para': 181, 'chunk': 0}, {'role': 'UNKNOWN', 'source_para': 177, 'tokens': 22, 'chunk': 0}, {'chunk': 0, 'source_para': 452, 'tokens': 13, 'role': 'UNKNOWN'}, {'role': 'UNKNOWN', 'source_para': 447, 'tokens': 11, 'chunk': 0}, {'chunk': 0, 'role': 'UNKNOWN', 'tokens': 13, 'source_para': 464}]",Internal Context & Emotional State,"['MR. PEANUTBUTTER: Oh, living the dream, P.C., living the dream.']",False,0,1,1.0,0,0.42857142857142855,0.46215689182281494
176,What word is BoJack unfamiliar with that PC explains?,Being polite.,"CAROLYN: Oh, let's see, it's the English word: It's called being polite, BoJack.","Unfortunately, the context does not provide enough information to answer the question. The conversation between BoJack and PC is unclear and does not specify what word BoJack is unfamiliar with that PC explains.","['BOJACK: What?', 'BOJACK: What?', 'BOJACK: Whoa, what? I never explicitly said that.', 'BOJACK: What guy?', ""BOJACK:  Ah, you don't get it.""]","[{'chunk': 0, 'role': 'BOJACK', 'tokens': 6, 'source_para': 184}, {'chunk': 0, 'source_para': 223, 'role': 'BOJACK', 'tokens': 6}, {'role': 'BOJACK', 'chunk': 0, 'source_para': 144, 'tokens': 15}, {'source_para': 402, 'chunk': 0, 'role': 'BOJACK', 'tokens': 7}, {'role': 'BOJACK', 'chunk': 0, 'tokens': 13, 'source_para': 102}]",Relationship Dynamics,"[""CAROLYN: Oh, let's see, it's the English word: It's called being polite, BoJack.""]",False,0,0,0.202117457985878,0,0.0,0.12807440757751465
177,"Who does Mr. Peanutbutter tell to ""get out of here with that face""?",Erica.,"MR. PEANUTBUTTER: Erica, get out of here with that face!",Erica.,"['MR. PEANUTBUTTER: Erica, get out of here with that face!', 'MR. PEANUTBUTTER: Uh-huh.', 'MR. PEANUTBUTTER: Always a', 'MR. PEANUTBUTTER: Oh, yes.', 'MR. PEANUTBUTTER: Yeah.']","[{'role': 'UNKNOWN', 'tokens': 19, 'source_para': 187, 'chunk': 0}, {'tokens': 13, 'source_para': 452, 'chunk': 0, 'role': 'UNKNOWN'}, {'chunk': 0, 'tokens': 11, 'source_para': 181, 'role': 'UNKNOWN'}, {'chunk': 0, 'tokens': 13, 'source_para': 464, 'role': 'UNKNOWN'}, {'tokens': 11, 'role': 'UNKNOWN', 'chunk': 0, 'source_para': 447}]",Relationship Dynamics,"['MR. PEANUTBUTTER: Erica, get out of here with that face!']",False,1,1,1.0000001192092896,1,1.0,1.0
178,What does PC ask the waiter for?,The check.,"CAROLYN: Waiter, could we please have the check?",Carolyn asks the waiter for the check.,"['WAITER: Here you go.', 'WAITER:  It is free if you order a meal.', ""CAROLYN: It's because of a lot of things! Waiter, could we please have the check? Thank you."", 'WAITER: You ate nine baskets, sir.', 'ENT: Diner']","[{'chunk': 0, 'role': 'WAITER', 'source_para': 193, 'tokens': 7}, {'role': 'WAITER', 'source_para': 197, 'chunk': 0, 'tokens': 13}, {'source_para': 190, 'tokens': 26, 'role': 'CAROLYN', 'chunk': 0}, {'chunk': 0, 'tokens': 10, 'source_para': 200, 'role': 'WAITER'}, {'source_para': 62, 'chunk': 0, 'tokens': 4, 'role': 'ENT'}]",Plot & Motivation,"[""CAROLYN: It's because of a lot of things! Waiter, could we please have the check? Thank you.""]",False,0,1,1.0,0,0.4444444444444445,0.5419307947158813
179,Why does BoJack object to the check?,They haven't ordered yet.,BOJACK: We haven't even ordered yet.,"The context doesn't explicitly state why BoJack objects to the check, but it implies that he's confused or doesn't understand what's going on, as he keeps repeating ""What?"" and ""Ah, you don't get it.""","['BOJACK: What?', 'BOJACK: What?', 'BOJACK: What actions?', ""BOJACK:  Ah, you don't get it."", 'BOJACK:']","[{'source_para': 184, 'tokens': 6, 'role': 'BOJACK', 'chunk': 0}, {'role': 'BOJACK', 'source_para': 223, 'tokens': 6, 'chunk': 0}, {'source_para': 146, 'tokens': 7, 'role': 'BOJACK', 'chunk': 0}, {'role': 'BOJACK', 'chunk': 0, 'source_para': 102, 'tokens': 13}, {'role': 'BOJACK', 'tokens': 4, 'chunk': 0, 'source_para': 47}]",Plot & Motivation,"[""BOJACK: We haven't even ordered yet.""]",False,0,0,0.1189400851726532,0,0.0,0.018553223460912704
180,What birds fly away outside the diner?,Pigeons.,Outside a bunch of pigeons fly away,"The context does not explicitly mention what birds fly away outside the diner. It only mentions that a bunch of pigeons fly away, but this is outside the context of the diner.","['Outside a bunch of pigeons fly away', 'ENT: Diner', 'ENT: Back at the diner', 'ENT: At a fancy diner 10 hours earlier', ""I'll slow the car down to a crawl, and you can duck and roll.""]","[{'source_para': 195, 'tokens': 8, 'chunk': 0, 'role': 'UNKNOWN'}, {'tokens': 4, 'role': 'ENT', 'chunk': 0, 'source_para': 62}, {'role': 'ENT', 'chunk': 0, 'tokens': 6, 'source_para': 155}, {'tokens': 10, 'source_para': 111, 'role': 'ENT', 'chunk': 0}, {'source_para': 228, 'role': 'UNKNOWN', 'chunk': 0, 'tokens': 17}]",Plot & Motivation,['Outside a bunch of pigeons fly away'],False,1,1,1.0,0,0.0,0.5276020169258118
181,What kind of society does BoJack not want to live in?,One where the pre-meal bread isn't free.,BOJACK: I don't want to live in a society where the pre-meal bread isn't free.,BoJack does not want to live in a society where the pre-meal bread isn't free.,"['BOJACK: What?', 'BOJACK: What?', ""BOJACK: I don't want to live in a society where the pre-meal bread isn't free."", 'BOJACK: But in a sexual way.', 'BOJACK: No?']","[{'chunk': 0, 'role': 'BOJACK', 'source_para': 184, 'tokens': 6}, {'role': 'BOJACK', 'chunk': 0, 'tokens': 6, 'source_para': 223}, {'tokens': 23, 'role': 'BOJACK', 'chunk': 0, 'source_para': 196}, {'source_para': 463, 'role': 'BOJACK', 'chunk': 0, 'tokens': 10}, {'chunk': 0, 'source_para': 437, 'tokens': 6, 'role': 'BOJACK'}]",Internal Context & Emotional State,"[""BOJACK: I don't want to live in a society where the pre-meal bread isn't free.""]",False,0,1,1.0,0,0.5454545454545455,0.5790623426437378
182,"How long will BoJack feel like a ""fat ass""?",All week.,"BOJACK: Great, now I'm gonna feel like a fat ass all week.","According to the context, BoJack will feel like a ""fat ass"" for all week, as mentioned in the conversation.","[""BOJACK: You think I'm fat."", ""BOJACK: Nine really? Great, now I'm gonna feel like a fat ass all week."", ""BOJACK: Great. Then, as my agent, do you think I'm getting fat?"", ""BOJACK: You've seen me naked. Do you think I'm getting chubby?"", 'BOJACK: Does it look judgmental?']","[{'chunk': 0, 'tokens': 10, 'source_para': 209, 'role': 'BOJACK'}, {'role': 'BOJACK', 'source_para': 201, 'tokens': 21, 'chunk': 0}, {'chunk': 0, 'role': 'BOJACK', 'tokens': 20, 'source_para': 238}, {'tokens': 18, 'chunk': 0, 'role': 'BOJACK', 'source_para': 203}, {'tokens': 10, 'role': 'BOJACK', 'chunk': 0, 'source_para': 533}]",Internal Context & Emotional State,"[""BOJACK: Nine really? Great, now I'm gonna feel like a fat ass all week.""]",False,0,1,1.0,0,0.09523809523809525,0.2940365970134735
183,What does PC say BoJack is using the bread thing for?,To avoid talking about their relationship.,CAROLYN: You're using this bread thing to avoid talking about our relationship.,"There is no information about PC in the context. However, based on the context, it seems BoJack is possibly using the bread thing to justify his eating more bread.","['BOJACK: You know, I am not crazy about the bread here.', 'Bojack grabs another piece of bread', ""BOJACK: Yeah, but I didn't even eat that much bread. What did I have? I must have had-"", 'BOJACK: What?', 'BOJACK: What?']","[{'role': 'BOJACK', 'tokens': 16, 'source_para': 118, 'chunk': 0}, {'role': 'UNKNOWN', 'source_para': 122, 'chunk': 0, 'tokens': 7}, {'chunk': 0, 'tokens': 26, 'role': 'BOJACK', 'source_para': 199}, {'tokens': 6, 'role': 'BOJACK', 'chunk': 0, 'source_para': 184}, {'tokens': 6, 'chunk': 0, 'source_para': 223, 'role': 'BOJACK'}]",Relationship Dynamics,"[""CAROLYN: This is so classic you. You're using this bread thing to avoid talking about our relationship.""]",False,0,0,0.5193665623664856,0,0.1142857142857143,0.13712432980537415
184,What conclusion does BoJack jump to when PC wants to go home?,That she thinks he is fat.,BOJACK: You think I'm fat.,"Based on the context, it appears that BoJack is expressing skepticism or denial about something happening. However, there is no direct indication in the context that PC wants to go home.

The context only shows BoJack repeating ""What"" multiple times, followed by BoJack expressing denial or skepticism about something, but the something is not specified.","['BOJACK: What actions?', 'BOJACK: What?', 'BOJACK: What?', 'BOJACK: No, that is definitely not happening.', 'BOJACK: No?']","[{'role': 'BOJACK', 'source_para': 146, 'tokens': 7, 'chunk': 0}, {'tokens': 6, 'chunk': 0, 'role': 'BOJACK', 'source_para': 184}, {'source_para': 223, 'tokens': 6, 'chunk': 0, 'role': 'BOJACK'}, {'chunk': 0, 'source_para': 207, 'role': 'BOJACK', 'tokens': 12}, {'chunk': 0, 'source_para': 437, 'role': 'BOJACK', 'tokens': 6}]",Internal Context & Emotional State,"[""BOJACK: You think I'm fat.""]",False,0,0,0.19163861870765686,0,0.06557377049180327,0.22023290395736694
185,What happened to the pizza in BoJack's living room?,It disappeared (Todd likely ate it).,BOJACK: Wasn't there a pizza here a second ago?,"The context doesn't explicitly state what happened to the pizza. It mentions that BoJack says ""Wasn't there a pizza here a second ago?"" which implies that the pizza is missing, but it doesn't provide information on what happened to it.","[""BOJACK: Wasn't there a pizza here a second ago? God damn it! Stop the presses."", 'In Bojacks house', 'Bojack spots Diane but Mr. PeanutButter comes over', ""ENT: Bojack's living room"", ""ENT: Bojack's living room""]","[{'role': 'BOJACK', 'source_para': 213, 'tokens': 23, 'chunk': 0}, {'tokens': 5, 'source_para': 41, 'chunk': 0, 'role': 'UNKNOWN'}, {'chunk': 0, 'role': 'UNKNOWN', 'tokens': 12, 'source_para': 389}, {'role': 'ENT', 'tokens': 7, 'source_para': 210, 'chunk': 0}, {'tokens': 7, 'source_para': 288, 'chunk': 0, 'role': 'ENT'}]",Plot & Motivation,"[""BOJACK: Wasn't there a pizza here a second ago? God damn it! Stop the presses.""]",False,1,1,1.0000001192092896,0,0.04347826086956522,0.41769248247146606
